county_name,contest_name,imprinted_id,ballot_type,counted,choice_per_voting_computer,choice_per_audit_board,consensus,record_type,audit_board_comment,timestamp,cvr_id
Adams,Sheriff-Coroner,1-1-10,std,1,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-06-29 10:04:23.824,42773
Adams,Sheriff-Coroner,1-1-67,std,1,"[""DON BARNES""]","[""DUKE NGUYEN""]",YES,UPLOADED,"",2018-07-02 17:05:54.133,42830
Adams,Sheriff-Coroner,1-1-63,std,4,"[""DON BARNES""]","[""DON BARNES""]",YES,UPLOADED,"",2018-07-02 17:04:28.167,42826
Adams,Sheriff-Coroner,1-1-58,std,2,"[""DAVID C. HARRINGTON""]","[""DUKE NGUYEN""]",YES,UPLOADED,"",2018-07-02 17:00:13.895,42821
Adams,Sheriff-Coroner,1-1-54,std,2,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-07-02 16:59:01.077,42817
Adams,Sheriff-Coroner,1-1-51,std,2,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-07-02 16:58:20.437,42814
Adams,Sheriff-Coroner,1-1-49,std,1,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-07-02 16:57:35.886,42812
Adams,Sheriff-Coroner,1-1-8,std,3,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-06-29 10:03:09.935,42771
Adams,Sheriff-Coroner,1-1-45,std,1,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-07-02 16:56:47.553,42808
Adams,Sheriff-Coroner,1-1-41,std,2,"[""DON BARNES""]","[""DON BARNES""]",YES,UPLOADED,"",2018-07-02 16:56:04.659,42804
Adams,Sheriff-Coroner,1-1-39,std,3,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-07-02 16:54:55.93,42802
Adams,Sheriff-Coroner,1-1-36,std,2,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-07-02 16:54:03.095,42799
Adams,Sheriff-Coroner,1-1-31,std,1,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-06-29 10:12:41.45,42794
Adams,Sheriff-Coroner,1-1-2,std,2,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-06-29 10:02:00.311,42765
Adams,Sheriff-Coroner,1-1-23,std,2,"[""DON BARNES""]","[""DON BARNES""]",YES,UPLOADED,"",2018-06-29 10:11:06.212,42786
Adams,Sheriff-Coroner,1-1-20,std,1,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-06-29 10:09:38.59,42783
Adams,Sheriff-Coroner,1-1-6,std,2,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-06-29 10:02:33.201,42769
Adams,Sheriff-Coroner,1-1-9,std,2,"[""DON BARNES""]","[""DUKE NGUYEN""]",YES,UPLOADED,"",2018-06-29 10:03:44.767,42772
Adams,Sheriff-Coroner,1-1-11,std,1,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-06-29 10:04:59.325,42774
Adams,Sheriff-Coroner,1-1-13,std,1,"[""DON BARNES""]","[""DON BARNES""]",YES,UPLOADED,"",2018-06-29 10:06:24.218,42776
Adams,Sheriff-Coroner,1-1-17,std,2,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-06-29 10:07:45.336,42780
Adams,Sheriff-Coroner,1-1-18,std,1,"[""DAVID C. HARRINGTON""]",[],YES,UPLOADED,"",2018-06-29 10:08:22.854,42781
Adams,Sheriff-Coroner,1-1-19,std,2,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-06-29 10:09:00.505,42782
Adams,Sheriff-Coroner,1-1-21,std,1,"[""DON BARNES""]",[],YES,UPLOADED,"",2018-06-29 10:10:19.851,42784
Alamosa,Assessor,1-1-66,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-07-02 11:38:49.225,44857
Alamosa,Assessor,1-1-6,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-06-29 09:11:01.27,44797
Alamosa,Assessor,1-1-9,std,2,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-06-29 09:11:53.696,44800
Alamosa,Assessor,1-1-11,std,1,"[""RICHARD B. RAMIREZ""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-06-29 09:13:03.281,44802
Alamosa,Assessor,1-1-13,std,1,"[""RICHARD B. RAMIREZ""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-06-29 09:14:04.753,44804
Alamosa,Assessor,1-1-17,std,2,"[""RICHARD B. RAMIREZ""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-06-29 09:15:03.726,44808
Alamosa,Assessor,1-1-18,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-06-29 09:15:35.601,44809
Alamosa,Assessor,1-1-20,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-06-29 09:16:21.204,44811
Alamosa,Assessor,1-1-23,std,2,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-06-29 09:17:12.155,44814
Alamosa,Assessor,1-1-31,std,1,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-06-29 09:17:56.244,44822
Alamosa,Assessor,1-1-34,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-06-29 09:19:11.079,44825
Alamosa,Assessor,1-1-38,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-07-02 11:30:29.061,44829
Alamosa,Assessor,1-1-39,std,3,"[""RICHARD B. RAMIREZ""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-07-02 11:31:02.494,44830
Alamosa,Assessor,1-1-41,std,2,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-07-02 11:32:01.206,44832
Alamosa,Assessor,1-1-45,std,1,"[""RICHARD B. RAMIREZ""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-07-02 11:33:21.971,44836
Alamosa,Assessor,1-1-49,std,1,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-07-02 11:34:09.089,44840
Alamosa,Assessor,1-1-51,std,2,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-07-02 11:35:02.804,44842
Alamosa,Assessor,1-1-54,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-07-02 11:35:57.346,44845
Alamosa,Assessor,1-1-57,std,1,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-07-02 11:37:05.412,44848
Alamosa,Assessor,1-1-60,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-07-02 11:37:58.171,44851
Alamosa,Assessor,1-1-1,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-06-29 09:09:39.649,44792
Alamosa,Assessor,1-1-2,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""RICHARD B. RAMIREZ""]",YES,UPLOADED,"",2018-06-29 09:10:17.508,44793
Alamosa,Assessor,1-1-8,std,3,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-06-29 09:11:31.264,44799
Alamosa,Assessor,1-1-10,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-06-29 09:12:28.634,44801
Alamosa,Assessor,1-1-12,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-06-29 09:13:33.306,44803
Alamosa,Assessor,1-1-15,std,2,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-06-29 09:14:36.248,44806
Alamosa,Assessor,1-1-19,std,2,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-06-29 09:15:56.053,44810
Alamosa,Assessor,1-1-21,std,1,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-06-29 09:16:50.305,44812
Alamosa,Assessor,1-1-28,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-06-29 09:17:36.067,44819
Alamosa,Assessor,1-1-33,std,1,"[""RICHARD B. RAMIREZ""]","[""RICHARD B. RAMIREZ""]",YES,UPLOADED,"",2018-06-29 09:18:32.683,44824
Alamosa,Assessor,1-1-36,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-07-02 11:30:05.33,44827
Alamosa,Assessor,1-1-40,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""NATHANIEL FERNANDEZ EPSTEIN""]",YES,UPLOADED,"",2018-07-02 11:31:37.056,44831
Alamosa,Assessor,1-1-44,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-07-02 11:32:45.023,44835
Alamosa,Assessor,1-1-46,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-07-02 11:33:46.629,44837
Alamosa,Assessor,1-1-50,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]",[],YES,UPLOADED,"",2018-07-02 11:34:38.545,44841
Alamosa,Assessor,1-1-52,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-07-02 11:35:35.278,44843
Alamosa,Assessor,1-1-56,std,1,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-07-02 11:36:31.961,44847
Alamosa,Assessor,1-1-58,std,2,"[""NATHANIEL FERNANDEZ EPSTEIN""]","[""CLAUDE PARRISH""]",YES,UPLOADED,"",2018-07-02 11:37:37.05,44849
Alamosa,Assessor,1-1-63,std,4,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-07-02 11:38:19.086,44854
Alamosa,Assessor,1-1-67,std,1,"[""RICHARD B. RAMIREZ""]",[],YES,UPLOADED,"",2018-07-02 11:39:31.285,44858
Alamosa,Auditor-Controller,1-1-44,std,1,"[""ERIC H. WOOLERY""]","[""TONI SMART""]",YES,UPLOADED,"",2018-07-02 11:32:45.023,44835
Alamosa,Auditor-Controller,1-1-33,std,1,"[""TONI SMART""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:18:32.683,44824
Alamosa,Auditor-Controller,1-1-2,std,2,"[""ERIC H. WOOLERY""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:10:17.508,44793
Alamosa,Auditor-Controller,1-1-23,std,2,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-06-29 09:17:12.155,44814
Alamosa,Auditor-Controller,1-1-63,std,4,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-07-02 11:38:19.086,44854
Alamosa,Auditor-Controller,1-1-18,std,1,"[""ERIC H. WOOLERY""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:15:35.601,44809
Alamosa,Auditor-Controller,1-1-36,std,2,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-07-02 11:30:05.33,44827
Alamosa,Auditor-Controller,1-1-17,std,2,"[""TONI SMART""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:15:03.726,44808
Alamosa,Auditor-Controller,1-1-13,std,1,"[""TONI SMART""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:14:04.753,44804
Alamosa,Auditor-Controller,1-1-58,std,2,"[""ERIC H. WOOLERY""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-07-02 11:37:37.05,44849
Alamosa,Auditor-Controller,1-1-31,std,1,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-06-29 09:17:56.244,44822
Alamosa,Auditor-Controller,1-1-49,std,1,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-07-02 11:34:09.089,44840
Alamosa,Auditor-Controller,1-1-28,std,2,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-06-29 09:17:36.067,44819
Alamosa,Auditor-Controller,1-1-54,std,2,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-07-02 11:35:57.346,44845
Alamosa,Auditor-Controller,1-1-56,std,1,"[""ERIC H. WOOLERY""]","[""TONI SMART""]",YES,UPLOADED,"",2018-07-02 11:36:31.961,44847
Alamosa,Auditor-Controller,1-1-46,std,1,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-07-02 11:33:46.629,44837
Alamosa,Auditor-Controller,1-1-10,std,1,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-06-29 09:12:28.634,44801
Alamosa,Auditor-Controller,1-1-15,std,2,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-06-29 09:14:36.248,44806
Alamosa,Auditor-Controller,1-1-52,std,1,"[""ERIC H. WOOLERY""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-07-02 11:35:35.278,44843
Alamosa,Auditor-Controller,1-1-20,std,1,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-06-29 09:16:21.204,44811
Alamosa,Auditor-Controller,1-1-40,std,1,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-07-02 11:31:37.056,44831
Alamosa,Auditor-Controller,1-1-12,std,1,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-06-29 09:13:33.306,44803
Alamosa,Auditor-Controller,1-1-50,std,2,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-07-02 11:34:38.545,44841
Alamosa,Auditor-Controller,1-1-21,std,1,"[""TONI SMART""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:16:50.305,44812
Alamosa,Auditor-Controller,1-1-45,std,1,"[""TONI SMART""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-07-02 11:33:21.971,44836
Alamosa,Auditor-Controller,1-1-19,std,2,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-06-29 09:15:56.053,44810
Alamosa,Auditor-Controller,1-1-6,std,2,"[""ERIC H. WOOLERY""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:11:01.27,44797
Alamosa,Auditor-Controller,1-1-38,std,1,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-07-02 11:30:29.061,44829
Alamosa,Auditor-Controller,1-1-8,std,3,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-06-29 09:11:31.264,44799
Alamosa,Auditor-Controller,1-1-1,std,2,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-06-29 09:09:39.649,44792
Alamosa,Auditor-Controller,1-1-41,std,2,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-07-02 11:32:01.206,44832
Alamosa,Auditor-Controller,1-1-9,std,2,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-06-29 09:11:53.696,44800
Alamosa,Auditor-Controller,1-1-51,std,2,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-07-02 11:35:02.804,44842
Alamosa,Auditor-Controller,1-1-66,std,1,"[""ERIC H. WOOLERY""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-07-02 11:38:49.225,44857
Alamosa,Auditor-Controller,1-1-34,std,1,"[""ERIC H. WOOLERY""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:19:11.079,44825
Alamosa,Auditor-Controller,1-1-60,std,1,"[""ERIC H. WOOLERY""]",[],YES,UPLOADED,"",2018-07-02 11:37:58.171,44851
Alamosa,Auditor-Controller,1-1-11,std,1,"[""TONI SMART""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-06-29 09:13:03.281,44802
Alamosa,Auditor-Controller,1-1-67,std,1,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-07-02 11:39:31.285,44858
Alamosa,Auditor-Controller,1-1-57,std,1,"[""TONI SMART""]",[],YES,UPLOADED,"",2018-07-02 11:37:05.412,44848
Alamosa,Auditor-Controller,1-1-39,std,3,"[""TONI SMART""]","[""ERIC H. WOOLERY""]",YES,UPLOADED,"",2018-07-02 11:31:02.494,44830
Alamosa,Clerk-Recorder,1-1-41,std,2,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-07-02 11:32:01.206,44832
Alamosa,Clerk-Recorder,1-1-13,std,1,"[""HUGH NGUYEN""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-06-29 09:14:04.753,44804
Alamosa,Clerk-Recorder,1-1-17,std,2,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-06-29 09:15:03.726,44808
Alamosa,Clerk-Recorder,1-1-54,std,2,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:35:57.346,44845
Alamosa,Clerk-Recorder,1-1-36,std,2,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:30:05.33,44827
Alamosa,Clerk-Recorder,1-1-15,std,2,"[""HUGH NGUYEN""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-06-29 09:14:36.248,44806
Alamosa,Clerk-Recorder,1-1-18,std,1,"[""STEVE ROCCO""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-06-29 09:15:35.601,44809
Alamosa,Clerk-Recorder,1-1-40,std,1,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:31:37.056,44831
Alamosa,Clerk-Recorder,1-1-34,std,1,"[""STEVE ROCCO""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-06-29 09:19:11.079,44825
Alamosa,Clerk-Recorder,1-1-20,std,1,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-06-29 09:16:21.204,44811
Alamosa,Clerk-Recorder,1-1-28,std,2,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-06-29 09:17:36.067,44819
Alamosa,Clerk-Recorder,1-1-23,std,2,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-06-29 09:17:12.155,44814
Alamosa,Clerk-Recorder,1-1-46,std,1,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:33:46.629,44837
Alamosa,Clerk-Recorder,1-1-31,std,1,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-06-29 09:17:56.244,44822
Alamosa,Clerk-Recorder,1-1-1,std,2,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-06-29 09:09:39.649,44792
Alamosa,Clerk-Recorder,1-1-66,std,1,"[""STEVE ROCCO""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-07-02 11:38:49.225,44857
Alamosa,Clerk-Recorder,1-1-21,std,1,"[""HUGH NGUYEN""]","[""STEVE ROCCO""]",YES,UPLOADED,"",2018-06-29 09:16:50.305,44812
Alamosa,Clerk-Recorder,1-1-51,std,2,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-07-02 11:35:02.804,44842
Alamosa,Clerk-Recorder,1-1-33,std,1,"[""HUGH NGUYEN""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-06-29 09:18:32.683,44824
Alamosa,Clerk-Recorder,1-1-67,std,1,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-07-02 11:39:31.285,44858
Alamosa,Clerk-Recorder,1-1-12,std,1,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-06-29 09:13:33.306,44803
Alamosa,Clerk-Recorder,1-1-63,std,4,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-07-02 11:38:19.086,44854
Alamosa,Clerk-Recorder,1-1-2,std,2,"[""STEVE ROCCO""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-06-29 09:10:17.508,44793
Alamosa,Clerk-Recorder,1-1-49,std,1,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-07-02 11:34:09.089,44840
Alamosa,Clerk-Recorder,1-1-60,std,1,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:37:58.171,44851
Alamosa,Clerk-Recorder,1-1-58,std,2,"[""STEVE ROCCO""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-07-02 11:37:37.05,44849
Alamosa,Clerk-Recorder,1-1-19,std,2,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-06-29 09:15:56.053,44810
Alamosa,Clerk-Recorder,1-1-57,std,1,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-07-02 11:37:05.412,44848
Alamosa,Clerk-Recorder,1-1-56,std,1,"[""STEVE ROCCO""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-07-02 11:36:31.961,44847
Alamosa,Clerk-Recorder,1-1-10,std,1,"[""STEVE ROCCO""]","[""STEVE ROCCO""]",YES,UPLOADED,"",2018-06-29 09:12:28.634,44801
Alamosa,Clerk-Recorder,1-1-52,std,1,"[""STEVE ROCCO""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-07-02 11:35:35.278,44843
Alamosa,Clerk-Recorder,1-1-45,std,1,"[""HUGH NGUYEN""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-07-02 11:33:21.971,44836
Alamosa,Clerk-Recorder,1-1-50,std,2,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:34:38.545,44841
Alamosa,Clerk-Recorder,1-1-44,std,1,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:32:45.023,44835
Alamosa,Clerk-Recorder,1-1-6,std,2,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-06-29 09:11:01.27,44797
Alamosa,Clerk-Recorder,1-1-38,std,1,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-07-02 11:30:29.061,44829
Alamosa,Clerk-Recorder,1-1-9,std,2,"[""HUGH NGUYEN""]",[],YES,UPLOADED,"",2018-06-29 09:11:53.696,44800
Alamosa,Clerk-Recorder,1-1-8,std,3,"[""STEVE ROCCO""]",[],YES,UPLOADED,"",2018-06-29 09:11:31.264,44799
Alamosa,Clerk-Recorder,1-1-39,std,3,"[""HUGH NGUYEN""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-07-02 11:31:02.494,44830
Alamosa,Clerk-Recorder,1-1-11,std,1,"[""HUGH NGUYEN""]","[""HUGH NGUYEN""]",YES,UPLOADED,"",2018-06-29 09:13:03.281,44802
Alamosa,District Attorney-Public Administrator,1-1-50,std,2,"[""BRETT MURDOCK""]","[""TONY RACKAUCKAS""]",YES,UPLOADED,"",2018-07-02 11:34:38.545,44841
Alamosa,District Attorney-Public Administrator,1-1-66,std,1,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-07-02 11:38:49.225,44857
Alamosa,District Attorney-Public Administrator,1-1-1,std,2,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-06-29 09:09:39.649,44792
Alamosa,District Attorney-Public Administrator,1-1-10,std,1,"[""BRETT MURDOCK""]","[""BRETT MURDOCK""]",YES,UPLOADED,"",2018-06-29 09:12:28.634,44801
Alamosa,District Attorney-Public Administrator,1-1-2,std,2,"[""BRETT MURDOCK""]","[""TODD SPITZER""]",YES,UPLOADED,"",2018-06-29 09:10:17.508,44793
Alamosa,District Attorney-Public Administrator,1-1-8,std,3,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-06-29 09:11:31.264,44799
Alamosa,District Attorney-Public Administrator,1-1-28,std,2,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-06-29 09:17:36.067,44819
Alamosa,District Attorney-Public Administrator,1-1-40,std,1,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-07-02 11:31:37.056,44831
Alamosa,District Attorney-Public Administrator,1-1-21,std,1,"[""TONY RACKAUCKAS""]","[""TODD SPITZER""]",YES,UPLOADED,"",2018-06-29 09:16:50.305,44812
Alamosa,District Attorney-Public Administrator,1-1-36,std,2,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-07-02 11:30:05.33,44827
Alamosa,District Attorney-Public Administrator,1-1-67,std,1,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-07-02 11:39:31.285,44858
Alamosa,District Attorney-Public Administrator,1-1-63,std,4,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-07-02 11:38:19.086,44854
Alamosa,District Attorney-Public Administrator,1-1-19,std,2,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-06-29 09:15:56.053,44810
Alamosa,District Attorney-Public Administrator,1-1-58,std,2,"[""BRETT MURDOCK""]","[""TODD SPITZER""]",YES,UPLOADED,"",2018-07-02 11:37:37.05,44849
Alamosa,District Attorney-Public Administrator,1-1-56,std,1,"[""BRETT MURDOCK""]","[""TODD SPITZER""]",YES,UPLOADED,"",2018-07-02 11:36:31.961,44847
Alamosa,District Attorney-Public Administrator,1-1-52,std,1,"[""BRETT MURDOCK""]","[""TONY RACKAUCKAS""]",YES,UPLOADED,"",2018-07-02 11:35:35.278,44843
Alamosa,District Attorney-Public Administrator,1-1-6,std,2,"[""BRETT MURDOCK""]","[""TONY RACKAUCKAS""]",YES,UPLOADED,"",2018-06-29 09:11:01.27,44797
Alamosa,District Attorney-Public Administrator,1-1-9,std,2,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-06-29 09:11:53.696,44800
Alamosa,District Attorney-Public Administrator,1-1-15,std,2,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-06-29 09:14:36.248,44806
Alamosa,District Attorney-Public Administrator,1-1-11,std,1,"[""TONY RACKAUCKAS""]","[""TODD SPITZER""]",YES,UPLOADED,"",2018-06-29 09:13:03.281,44802
Alamosa,District Attorney-Public Administrator,1-1-13,std,1,"[""TONY RACKAUCKAS""]","[""TONY RACKAUCKAS""]",YES,UPLOADED,"",2018-06-29 09:14:04.753,44804
Alamosa,District Attorney-Public Administrator,1-1-46,std,1,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-07-02 11:33:46.629,44837
Alamosa,District Attorney-Public Administrator,1-1-17,std,2,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-06-29 09:15:03.726,44808
Alamosa,District Attorney-Public Administrator,1-1-18,std,1,"[""BRETT MURDOCK""]","[""TODD SPITZER""]",YES,UPLOADED,"",2018-06-29 09:15:35.601,44809
Alamosa,District Attorney-Public Administrator,1-1-20,std,1,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-06-29 09:16:21.204,44811
Alamosa,District Attorney-Public Administrator,1-1-44,std,1,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-07-02 11:32:45.023,44835
Alamosa,District Attorney-Public Administrator,1-1-23,std,2,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-06-29 09:17:12.155,44814
Alamosa,District Attorney-Public Administrator,1-1-31,std,1,"[""TONY RACKAUCKAS""]",[],YES,UPLOADED,"",2018-06-29 09:17:56.244,44822
Alamosa,District Attorney-Public Administrator,1-1-34,std,1,"[""BRETT MURDOCK""]","[""TODD SPITZER""]",YES,UPLOADED,"",2018-06-29 09:19:11.079,44825
Alamosa,District Attorney-Public Administrator,1-1-38,std,1,"[""BRETT MURDOCK""]",[],YES,UPLOADED,"",2018-07-02 11:30:29.061,44829
